,text,label,wordCount
434,p1_name provides professional services as described in this section 4 professional services will be as identified on an order form p1_name s professional services blue print p1_name service units digital transformation units and standard training courses are also described in the applicable documentation the following professional services are bought as prepaid package and are not offered on a time and materials basis blue print is a series of activities and facilitated sessions with p1_name to build the foundation for customer s api s and may include the following segments accelerator planning scoping architecture and design operations and support and delivery infrastructure p1_name service units purchased in bulk amounts are generally used for installation of the p1_pros in customer s facilities as well as configuration and testing addressing developer portal security security integration branding site integration taxonomy key management architectural services addressing testing addressing api security eg oauth transformation traffic management logging apidn pci and other configuration activities including but not limited to and analytics services metrics definition configuration development and testing addressing custom reports digital transformation units purchased in bulk amounts are provided by p1_name s strategy team and are generally used for executive strategy workshops and governance andor ecosystem strategies as well as other strategic initiatives p1_name also offers standard training courses which are provided as described in the documentation p1_name may in limited circumstances agree to provide professional services andor training services other than those listed above in a mutually executed statement of work an sow and agreed by p1_name and the customer in writing that specifically incorporates this agreement by reference section 51 defines the intellectual property rights related to professional services and section includes the warranty obligations for such professional services,4,285
435,as between customer and p1_name customer shall retain all ownership rights in the customer data as defined in section 13 and customer confidential information including that customer data and customer confidential information which is included in any services materials andor training materials except as otherwise expressly identified in a mutually executed statement of work as between customer and p1_name p1_name shall have and retain all ownership rights in the p1_pros training materials and all work products developed or created by p1_name during the course of providing services to customer if any p1_name hereby grants customer and its affiliates a royaltyfree fully paidup nonexclusive perpetual worldwide license to use all work products developed or created by p1_name for customer andor its affiliates specially created materials that is provided to customer and or its affiliates and for the purposes of providing services to them their professional users as a result of providing services including any such specially created materials which are training materials to customer andor its affiliates for their internal business purposes in addition to the foregoing in the event p1_name assists customer in defining policies for its apis policy definitions and then configures the p1_pros with the policy definitions p1_name hereby grants customer and its affiliates and for the purposes of providing services to them their professional users a royaltyfree fully paidup nonexclusive perpetual irrevocable worldwide transferable to the extent set forth in section 1 license to use copy and distribute the policy definitions solely for their internal business purposes such licen s e shall allow for the use of the policy definitions by customers and its affiliates professional users solely for the purposes of providing services to customer andor its affiliates p1_name shall own any suggestions enhancement requests recommendations or other feedback provided by customer professional users or end users relating to the p1_pros no license right or interest in any p1_name or customer trademark trade name or service mark is granted hereunder,45,324
436,in consideration of the provision of the p1_pros and services the customer shall pay the fees t he fees for the p1_pros support professional services and training services are as stated in an order form fees and are effective during the initial term unless otherwise stated in the order form fees for the initial term are due and payable within 30 days of the initial invoice date any additional f ees that are subject to calculation in arrears will be invoiced at the end of the month that they were accrued for eg api call overages fees for any extension terms are due in accordance with the above except that they are due and payable within 30 days of the effective date of the renewal period all fees will be paid in accordance with the instructions set forth in the order form upon execution of this agreement payment obligations are noncancelable and except as expressly provided in this agreement upon payment all payments made by customer are nonrefundable but without prejudice to its other rights or remedies hereunder all f ees due hereunder shall be due and payable within thirty 30 days of receipt of invoice except any f ees that customer disputes in good faith in accordance with the f ees d ispute p rocess set out below any payment of f ees not received from customer by the relevant due date may accrue late charges at the rate of percent per annum above the european central banks base lending rate of the outstanding balance per month e xcept for amounts then under a good faith dispute or the maximum rate permitted by law whichever is lower from the date such payment was due until the date paid and provided that p1_name shall first have given customer not less than 14 days written notice of the late payment and the relevant sum remains unpaid at the end of such notice period if customer wishes to dispute in good faith any f ees or if p1_name wishes to dispute a ny failure to make a payment of f ees by the due date each a payment dispute then the relevant party shall give to the other written notice of the p ayment d ispute setting out its nature and full particulars payment dispute notice the parties shall attempt acting reasonably and in good faith to resolve the p ayment d ispute within days of receipt of the payment dispute notice if the p ayment d ispute has not been resolved within days of receipt of the payment dispute notice and such f ees which are due and payable remain unpaid and are not subject to a bonafide dispute then the payment dispute process will conclude and p1_name may in addition to any other remedies suspend the customer s ability to access the updates to the relevant p1_pros andor relevant services that are the subject of such payment dispute notice until payment is made provided always that customer has fail ed to make such payment within thirty 30 days of customers general counsel copied to customers chief operating officer being notified by p1_name in writing following the conclusion of the payment dispute process of such failure and stating that if payment is not made within such thirty 30 days then p1_name may suspend the customers ability to access the relevant services that are the subject of such payment dispute notice until payment is made p1_name s f ees do not include any taxes for which customer is legally liable to pay customer is responsible for paying all such taxes including but not limited to sales use gst and vat taxes associated with its purchases hereunder excluding taxes based on p1_name s net income or property unless expressly stated to the contrary all prices are quoted exclusive of taxes which are payable by the customer in addition and in the case of vat will if applicable be added to p1_name s invoices at the appropriate rate if p1_name includes on the invoice such taxes for which customer is responsible the tax amount invoiced shall be paid by customer unless customer provides a valid tax exemption certificate authorized by the appropriate taxing authority upon execution of this agreement taxes not included on an p1_name invoice and which the customer is legally liable to pay shall be the responsibility of the customer to remit to the appropriate tax authorities as necessary customer shall reimburse p1_name for all reasonable preapproved and appropriately documented travel and accommodation expenses actually and properly incurred by p1_name in performance of the professional services or training services customer shall be responsible for its own travel and outof pocket expenses associated with attending any training services at an p1_name facility,46,789
437,subject to section 62 any terms relating to support agreed in any order form i n consideration of the payment of fees p1_name shall provide technical support in relation to the p1_pros licensed hereunder to customer and its affiliates such support shall be provided in accordance with exhibit c of this agreement customer s and its affiliates professional users may receive the benefit of to the extent required to perform services for customer andor its affiliates customer will use reasonable commercial efforts to route all support activities including support requests through a limited pool of contacts in order to ensure that support is coordinated and that duplication is kept to a minimum,10,112
438,each party represents warrants and agrees that i it has the legal power to enter into and perform under this agreement and ii it shall comply with all laws and regulations applicable to its performance hereunder in the case of p1_name or applicable to its use of the p1_pros in the case of customer p1_name warrants and agrees that i it will provide the services in a professional and workmanlike manner with reasonable skill and care consistent with good industry practices and ii that for a period of ninety 90 days after completion the services will materially conform to their description on the order form and the relevant services documentation or for any additional services in a mutually executed statement of work and iii the p1_pros and any updates thereto having carried out malware detection tests using up to date software and techniques in accordance with good industry practice on the date of delivery do not contain any malware in relation to a breach of the warranty set out in clause 82 ii p1_name will reperform the professional services so as to comply with the requirements of this agreement or if p1_name is unable to do so refund the professional services fees paid to p1_name for such deficient professional services additional warranties specific to purchased p1_name product shall be as set forth in exhibit b2 except as expressly provided herein neither party makes any warranties of any kind whether implied statutory or otherwise including any warranties of merchantability noninfringement or fitness for a particular purpose p1_name does not warrant that the operation of the p1_pros and software product results of the professional services will be uninterrupted or errorfree,15,278
439,p1_name shall i defend and indemnify customer and its affiliates from and against all losses costs damages liabilities or expenses in each case payable to or accruing in respect of third parties and in addition customers and its affiliates reasonable legal fees which legal fees must be directly and properly incurred losses that customer andor its affiliates incur by reason of any and all allegations threats claims demands suits or proceedings claim s made or brought against customer andor its affiliates by an unaffiliated third party alleging that the use of the p1_pros or outputs of the services as contemplated hereunder infringes such third partys intellectual property rights within the european union the united kingdom of great britain and northern ireland the united states of america singapore japan and australia the obligations in this section 9 indemnity obligations in the event a claim is brought against p1_name but not the customer by an unaffiliated third party alleging that the use of the p1_pros or outputs of the services as contemplated hereunder infringes such third partys intellectual property rights within the european union the united kingdom of great britain and northern ireland and the united states of america singapore japan and australia then p1_name shall fulfill the obligations under section 93 subject to the limitations of section 94 with regard to such a claim save that customer may provided that aib has made all reasonable efforts to mitigate any such costs and expenses additionally recover from p1_name the cost s and expenses it has properly and directly incurred arising from selecting procuring implementing software andor services that are the same or similar to the p1_pros andor services as a result of such claim in the event of termination of customers licen s e pursuant to section 93 p1_name may at its sole option and expense i procure for customer the right to continue using the p1_pros under the terms of this agreement ii replace or modify the p1_pros to be noninfringing without material decrease in functionality or performance or iii if p1_name acting reasonably and in consultation with customer determines that neither of the foregoing options are reasonably practicable terminate the license for the infringing p1_pros and refund customer the prepaid fees re lating to such p1_pros and any services not provided for the remainder of the then current term after the date of such termination for the avoidance of doubt the part ies acknowledge and agree that n otwithstanding any consultation with the customer p1_name shall be responsible for making the final determination in its absolute and sole discretion excluded from p1_name s indemnity o bligations in this section are claims the extent to which such claims arise as a result of i the use of the p1_pros by customer andor its affiliates other than in accordance with this agreement andor the documentation ii any modification or alteration of the p1_pros by a party other than by or at the direction of p1_name or approved by p1_name iii p1_name s compliance with any materials designs specifications or instructions provided by customer iv any combination of the p1_pros with any product software service or device not furnished by p1_name or specifically referred to in the documentation where such claim would not cover the p1_name product alone v use of any older version of the p1_pros when use of a newer version provided by p1_name would have avoided the infringement and p1_name has notified customer in advance that such newer version is required to avoid such infringement p1_name shall grant the customer the opportunity which shall be no more than days following the date of such advance notification to install the newer version in the event of a claim arising in relation to a potential i ndemnity o bligation under this agreement and the indemnified party becoming aware that a claim has been made or threatened the indemnified party shall i promptly notify the indemnifying party in writing of such claim ii allow the indemnifying party to have sole control of its defense and settlement and iii upon request of the indemnifying party cooperate in all reasonable respects at the indemnifying party s cost and expense with the indemnifying party in the investigation trial and defense of such claim and any appeal arising therefrom the i ndemnification o bligations under this section are expressly conditioned upon the indemnified party s compliance with this section except that failure to notify the indemnifying party of such claim shall not relieve that party of its indemnity o bligations under this section but such claim shall be reduced to the extent of any damages attributable to such failure the provisions of this section 9 set forth each party s sole and exclusive remedy and obligation with respect to infringement or misappropriation of third party intellectual property rights of any kind,34,804
440,as used herein confidential information means all proprietary or confidential information of a party disclosing party disclosed to the other party receiving party whether orally or in writing that is maintained as confidential by the disclosing party and is either designated as confidential or reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure confidential information may include business and marketing plans technology and technical information product designs and business processes p1_name confidential information will include p1_pros documentation and the limitation of liability terms of this agreement and the pricing reflected on the order form customer confidential information includes customer data information relating to customer equipment and the regulatory terms of this agreement set out in exhibit b1 notwithstanding the foregoing confidential information shall not include any information that i is or becomes generally known to the public without breach of any obligation owed to disclosing party ii was known to receiving party prior to its disclosure by disclosing party without breach of any obligation owed to disclosing party iii was independently developed by receiving party without breach of any obligation owed to disclosing party or iv is received from a third party without breach of any obligation owed to disclosing party receiving party agrees that it shall not disclose any confidential information of disclosing party for any purpose not in accordance with this agreement except with disclosing party s prior written consent or when necessary to its affiliates professional advisors or to its contractors excluding pricing or the liability provisions hereunder for the purposes of providing goods andor services to customer andor its affiliates or to comp ly with securities and other applicable laws and regulations or by a regulatory authority p1_name will maintain the confidentiality of customer data in accordance with all applicable laws and regulations and except as required by applicable law to not disclose customer data to any third party for any purpose other than to provide the p1_pros or professional services to customer each party represents and warrants that it will collect maintain and handle all personal data in compliance with all data protection laws to the extent that p1_name processes in the course of providing services personal data for which the customer is a data controller p1_name acting as data processor shall i not process any personal data except to the extent and in such a manner as is reasonably necessary for the provision of the services and then only where p1_name is acting on and in accordance with the express instructions of the customer and in accordance with all applicable data protection laws ii implement and maintain appropriate technical and organisational measures to protect personal data against accidental unauthorised or unlawful loss destruction damage alteration access disclosure or other processing and iii not transfer or process any personal data outside the european economic area including any transfer via electronic media without the express prior written consent of the customer the customer acknowledges and agrees that p1_name support may be provided from outside the european economic area subject to compliance with the provisions of this clause 10 the parties agree that p1_name may process personal data in the united states in order to provide the service provided that it enters into and complies with the terms of a d ata t ransfer a greement between the customer and p1_name based on the st andard c ontractual c lauses pursuant to commission decision c 2010 593 receiving party shall promptly notify disclosing party if it becomes aware of any actual or reasonably suspected breach of confidentiality of disclosing partys confidential information if receiving party is compelled by law to disclose confidential information of disclosing party it shall provide disclosing party with prior notice of such compelled disclosure to the extent legally permitted and reasonable assistance at disclosing partys cost if disclosing party wishes to contest the disclosure upon any termination of this agreement the receiving party shall continue to maintain the confidentiality of the disclosing partys confidential information for a period of three 3 years after termination with the exception of customer data which shall be kept confidential in perpetuity and upon request shall return to the disclosing party or destroy all materials containing such confidential information,19,710
441,except for i the parties indemnification obligations ii for customer s failure to pay any fees due under this agreement or iii either party s breach of se ction 10 confidentiality or iv in relation to death or personal injury arising from negligence or v fraudulent misrepresentation or vi deliberate abandonment of its obligations under this agreement in no event shall either partys aggregate liability arising out of this agreement whether in contract tort or under any other theory of liability exceed the greater of 1 us dollars eight hundred thousand us dollars or 2 200 percent of the fees paid to p1_name pursuant to this agrement during the twelve months prior to when the claim accrued the foregoing notwithstanding in no event shall either party s maximum aggregate liability arising out of a a breach of section 10 confidentiality that results in the un authorized disclosure of customer data b its indemnification obligations under section 9 indemnification or c deliberate abandonment of its obligations under this agreement exceed val_1 us dollars five million united states dollars in no event shall either party have any liability to the other for any lost profits or for any indirect special incidental punitive or consequential damages however caused and whether in contract tort or under any other theory of liability whether or not the party has been advised of the possibility of such damages,57,231
442,this agreement commences on the effective date and continues until all licenses granted in accordance with this agreement and the applicable exhibit s have expired or have been terminated the initial term applicable to each exhibit commences upon customer s execution of such exhibit and unless mutually agreed in writing by the parties shall expire at the end of the then current term a party may terminate this agreement for cause i upon 30 days written notice to the other party of a material breach of this agreement if such breach remains uncured at the expiration of such period ii immediately upon written notice if the other party becomes the subject of a bankruptcy insolvency receivership liquidation assignment for the benefit of creditors or similar proceeding and iii as otherwise provided herein either party may terminate the general terms by days written notice if no exhibit is in effect upon termination or expiry of this agreement p1_name will provide as a professional service at its then current rate card upon request from customer all such assistance as customer may reasonably require to transition its operations t o an alternative supplier or software platform at customers cost subject to confidentiality obligations being put in place with any alternative supplier that are equivalent in all material respects to those set out in section 10 where p1_pros are licensed on a perpetual basis t he parties rights and obligations under sections 3 6 9 10 11 12 13 and exhibit b1 shall survive termination of this agreement together with any other provisions which by their nature should survive such termination where p1_pros are licensed on a nonperpetual basis the parties rights and obligations under sections 6 81 84 9 10 11 12 and 13 and exhibit b1 shall survive termination of this agreement together with any other provisions which by their nature should survive such termination,11,313
443,the parties are independent contractors and no partnership franchise joint venture agency fiduciary or employment relationship between the parties is created hereby there are no third party beneficiaries to this agreement,52,31
444,each party may include the others name in its customer or vendor lists with the other partys prior written permission such permission not be unreasonably withheld or delayed the parties will agree and issue within three months of the effective date a joint press release announcing the customer has become a customer and initiated an p1_name project relating to the directive on payment services the form and content of such press release must be agreed between the parties prior its publication,38,81
445,neither party shall be liable to the other for any delay or failure to perform hereunder excluding payment obligations due to a natural disaster actions or decrees of governmental bodies or communications line failure which i hinders delays or prevents a party in performing any of its obligations and ii is beyond the control of and without the fault or negligence of such party and iii by the exercise of reasonable diligence such party is unable to prevent or provide against force majeure event to avoid doubt this section shall not apply to the impact of events which ought reasonably to have been mitigated or avoided by the application of reasonable business continuity andor disaster recovery arrangements,25,117
446,neither party may assign or transfer any of its rights or obligations hereunder whether by operation of law or otherwise without the prior written consent of the other not to be unreasonably withheld or delayed notwithstanding the foregoing either party may assign this agreement in its entirety without consent of the other party to its successor in interest in connection with a merger reorganization or sale of all or substantially all assets or equity not involving a direct competitor of the other party any attempted assignment in breach of this section shall be void this agreement shall bind and inure to the benefit of the parties their respective successors and permitted assigns,7,112
447,p1_name may sub to contract elements of the services under this agreement provided that i p1_name will maintain a list of its subcontractors and make available such list to the customer on request ii p1_name will remain responsible for compliance with the obligations of this agreement and for any acts and or omissions of any sub to contractor and iii the contractual terms agreed between p1_name and each subcontractor will not conflict with the terms of this agreement including in relation to the agreed scope and standard of the services provided under this agreement,13,94
448,each party agrees to comply fully with all applicable laws and regulations including without limitation those related to applicable export control requirements of the united states department of commerce and with the united states export administration act as amended from time to time and with all applicable laws and regulations of other jurisdictions with respect to the importation and use of the p1_pros,42,63
449,the fees for the p1_pros support professional services and training services are as stated in an order form and are effective during the initial term unless otherwise stated in the order form fees for the initial term are due and payable upon the initial invoice date any additional fees that are subject to calculation in arrears will be invoiced at the end of the month that they were accrued for eg api call overages fees for any extension terms are due in accordance with the above except that they are due on the effective date of the renewal period all fees will be paid in accordance with the following instructions set forth in the order form upon execution of this agreement payment obligations are noncancelable and except as expressly provided in this agreement upon payment all payments made by customer are nonrefundable all fees due hereunder shall be due and payable within thirty 30 days of the end of the month in which tetra pak receives a valid invoice from p1_name except any fees that customer disputes in good faith within such 30day period with reasonable information supporting such dispute any payment not received from customer by the due date may accrue late charges at the rate of percent of the outstanding balance per annum except for amounts then under reasonable and good faith dispute or the maximum rate permitted by law whichever is lower from the date such payment was due until the date paid failure to make payments in accordance with this section may result in suspension of customers ability to access the p1_pros until payment is made p1_name s fees do not include any taxes customer is responsible for paying all taxes including but not limited to sales use gst and vat taxes associated with its purchases hereunder excluding taxes based on p1_name s net income or property unless expressly stated to the contrary all prices are quoted exclusive of taxes which are payable by the customer in addition if p1_name includes on the invoice such taxes for which customer is responsible the tax amount invoiced shall be paid by customer unless customer provides a valid tax exemption certificate authorized by the appropriate taxing authority upon execution of this agreement taxes not included on an p1_name invoice shall be the responsibility of the customer to remit to the appropriate tax authorities as necessary customer shall reimburse p1_name for all reasonable preapproved and appropriately documented travel and related expenses incurred by p1_name in performance of the professional services or training services customer shall be responsible for its own travel and outof pocket expenses associated with attending any training services at an p1_name facility p1_name i nvoices shall always include customer purchase order number for the avoidance of doubt individual cost items such as time spent travel expenses etc shall always be clearly specified if the invoice contains a charge for maintenance andor support the relevant period must be clearly specified,46,492
450,p1_name shall provide technical support provided customer is current on payment of support fees and all other fees on the order form such support shall be provided in accordance with the material terms and conditions described in p1_name s technical support policy a copy of which may be found at p1_hyp support,10,52
451,each party represents and warrants that i it has the legal power to enter into and perform under this agreement and ii it shall comply with all laws applicable to its performance hereunder in the case of p1_name or applicable to its use of the p1_pros in the case of customer p1_name warrants i it will provide the professional services in a professional and workmanlike manner consistent with good industry practices and ii that for a period of thirty 30 days after completion the professional services will materially conform to their description on the order form and the professional services documentation or for any additional professional services in a mutually executed statement of work as customer s sole and exclusive remedy and p1_name s entire liability for any breach of the foregoing warranty p1_name will reperform the professional services or if p1_name is unable to do so refund the fees paid to p1_name for such deficient professional services warranties specific to each p1_ product shall be as set forth in exhibit b1 or exhibit b2 as applicable except as expressly provided herein neither party makes any warranties of any kind whether implied statutory or otherwise including any warranties of merchantability noninfringement or fitness for a particular purpose p1_n ame does not warrant that the operation of the p1_p ros and results of the professional services will be uninterrupted or errorfree,15,230
452,as used herein confidential information means all proprietary information of a party disclosing party disclosed to the other party receiving party whether orally or in writing that is maintained as confidential by the disclosing party and is either designated as confidential or reasonably should be understood to be confidential given the nature of the information and the circumstances of disclosure confidential information may include business and marketing plans technology and technical information product designs and business processes p1_name confidential information will include p1_ pros documentation and business terms including the terms and conditions of this agreement and the pricing and other terms reflected on the order form confidential information shall not include any information that i is or becomes generally known to the public without breach of any obligation owed to disclosing party ii was known to receiving party prior to its disclosure by disclosing party without breach of any obligation owed to disclosing party iii was independently developed by receiving party without breach of any obligation owed to disclosing party or iv is received from a third party without breach of any obligation owed to disclosing party receiving party agrees that it shall not disclose any confidential information of disclosing party for any purpose not in accordance with this agreement except with disclosing party s prior written consent or to comply with securities and other applicable laws p1_name will use commercially reasonable efforts to maintain the confidentiality of customer data in accordance with all applicable laws and except as required by applicable law to not disclose customer data to any third party for any purpose other than to provide the p1_pros or professional services to customer each party represents and warrants that it will collect maintain and handle all personal data in compliance with all applicable data privacy and protection laws receiving party shall promptly notify disclosing party if it becomes aware of any actual or reasonably suspected breach of confidentiality of disclosing partys confidential information if receiving party is compelled by law to disclose confidential information of disclosing party it shall provide disclosing party with prior notice of such compelled disclosure to the extent legally permitted and reasonable assistance at disclosing partys cost if disclosing party wishes to contest the disclosure upon any termination of this agreement the receiving party shall continue to maintain the confidentiality of the disclosing partys confidential information for a period of three 3 years after termination and upon request shall return to the disclosing party or destroy all materials containing such confidential information,19,420
453,all proposed media re leases and public announcements by either party relating to this agreement but not including any announcement solely for internal distribution or any disclosure required by legal accounting or regulatory authorities beyond the reasonable control of the party shall be coordinated with and shall not be made until and unless approved by the other party in writing before the release thereof,38,64
454,each party agrees to comply fully with all applicable laws and regulations including without limitation those related to the united states department of commerce and with the united states export administration act as amended from time to time and with all applicable laws and regulations of other jurisdictions with respect to the importation and use of the p1_ pros p1_name shall comply with the latest issue of the p1_name code of conduct currently available at p1_hyp6 for the initial term and any extension term,42,84
455,p1_name shall provide the customer with reasonable access to p1_name premises and personnel no more than once per year for the purposes of verifying p1_name s compliance with the terms of this agreement such access shall be on reasonable written notice and during normal working hours and undertaken without disruption to p1_name s normal business operations and in a manner that complies with applicable law and protects the confidentiality and security of p1_name and other p1_name customers,56,77
456,subject to the terms of the agreement p1_name grants customer and its affiliates a nonexclusive nontransferable except to a successor in interest as permitted hereunder license to use the p1_pros listed under exhibit a during the term customer s right to use the p1_pros is limited to the volume and other restrictions contained in exhibit a and the documentation,51,59
457,as between the parties customer is responsible for i all activities conducted under user logins ii obtaining and maintaining any customer equipment and any ancillary services needed to connect to access or otherwise use the p1_pros and iii ensuring that the customer equipment and any ancillary services are compatible with the p1_pros and comply with all requirements set forth in the documentation customer represents and warrants that customer will use the p1_pros solely for its internal business purposes in compliance with applicable law and shall not a resell sublicense lease timeshare or otherwise make the p1_pros available to any third party b send or store infringing or unlawful material using the p1_pros c attempt to gain unauthorized access to or disrupt the integrity or performance of the p1_pros or the data contained therein d modify copy or create derivative works based on the p1_pros e reverse engineer the p1_pros f propag at e any virus worms trojan horses or other programming routine intended to damage any system or data g access the p1_pros for the purpose of building a competitive product or service or copying its features or user interface h use the p1_pros or permit it to be used for purposes of product evaluation benchmarking or other comparative analysis intended for publication without p1_name s prior written consent provided that this shall not prevent access to apis exposed publicly by customer in good faith in the normal course its use of the service where customer has not exposed apis for this purpose or i permit access to the p1_pros by a direct competitor of p1_name in the event customer has a nonproduction license to the p1_pros customer shall only use such p1_pros for nonprodutction purposes any failure of customer to comply with the obligations set forth in this section 3 may be deemed a material breach of this agreement if customer fails to comply with the obligations set forth in s ection 3 upon at least three 3 days notice p1_name may inform customer thereof and reserves the right to suspend customer s use of the p1_pros unless such breach is remedied p1_name will use reasonable commercial efforts to contact customer with information to enable customer to remedy the breach of the foregoing obligations as soon as reasonably practicable once p1_name becomes aware of circumstances which may give rise to a breach prior to issuing a formal notice of suspension and where practicable give customer an opportunity to discuss and resolve the issue informally,31,415
458,p1_name provides professional services in the following four forms and any such professional services will be identified as such under exhibit a the first three are also described in the applicable documentation specification sheet found at p1_hyp2 for clarity section 51 includes the intellectual property rights related to professional services an d section 82 includ es the warranty obligations for professional services a p1_pro2 is a series of activities and facilitated sessions with p1_name to build the foundation for customer s api s and may include the following segments accelerator planning scoping architecture design operations support and delivery infrastructure p1_pro3 and p1_pro4 are professional services bought in bulk in prepaid amounts by way of example p1_pro3 may be used for installation of the p1_pros in customer s facilities as well as configuration and testing addressing developer portal security security integration branding site integration taxonomy key management architectural services addressing testing addressing api security eg oauth transformation traffic management logging apidn pci and other configuration activities and analytics services metrics definition configuration development and testing addressing custom reports p1_pro4 are provided by p1_name s strategy team and tend to be used for executive strategy workshops and governance andor ecosystem strategies as well as other strategic initiatives standard training can be provided as described in the documentation and custom training can be provided as further defined in an sow any professional services other than those listed above in section 42 may be provided by p1_name in limited circumstances and will first be agreed upon in a mutually executed statement of work an sow generated by p1_name that specifically incorporates this agreement by reference,53,271
459,as between customer and p1_name customer shall retain all ownership rights in the customer data as defined in section 1 and customer confidential information e xcept as otherwise expressly identified in a mutually executed statement of work as between customer and p1_name p1_name shall have and retain all ownership rights in the p1_pros and all work developed or created by p1_name during the course of providing professional services to customer if any p1_name hereby grants customer a royaltyfree fully paidup nonexclusive license to use all work developed or created by p1_name that is provided to customer as a result of providing professional services to customer on the same terms and conditions as the p1_pros in addition to the foregoing i n the event p1_name assists customer in defining policies for its apis policy definitions and the n configures the p1_pros with the policy definitions p1_name hereby grants customer a royaltyfree fully paidup nonexclusive perpetual irrevocable worldwide transferable to the extent set forth in section 137 license to use copy and distribute the policy definitions solely for its internal business purposes p1_name shall own any suggestions enhancement requests recommendations or other feedb ack provided by customer or users relating to the p1_pros no license right or interest in any p1_name or customer trademark trade name or service mark is granted hereunder,45,220
460,t he f ees for the p1_pros and professional services are as stated in exhibit a or an sow and in exhibit b1 for c loud services and are effective during the initial term specified therein unless otherwise stated in exhibit a or an sow fees for the initial term are due and payable upon the effective date any additional f ees that are calculated in arrears will be invoiced at the end of the month that they were accrued for fees for any extension term s are due in accordance with the above except that they are due on the effective date of the renewal fees may be paid by wire without deduction for any wire fees to p1_name using the following instructions p1_bank account name p1_name p1_name p1_acc fees may also be paid to p1_name by check made out and sent to p1_name attn accounts receivables upon execution of this agreement payment obligations are noncancelable and except as expressly provided in this agreement in clause 92 and paragraph 21 of exhibit b1 upon payment all payments made by customer are nonrefundable all fees due hereunder shall be due and payable within sixty days of receipt of invoice except any fees that customer disputes in good faith within such day period with reasonable information support ing such dispute customer shall pay undisputed portion of any such invoice within the said 60day period any payment not received from customer by the due date may accrue except for amounts then under reasonable and good faith dispute late charges at the rate of 15 percent of the outstanding balance per month or the maximum rate permitted by law whichever is lower from the date such payment was due until the date paid failure to make payments in accordance with this section may result in suspension of customers ability to access the p1_pros until payment is made before exercising its right to suspend under this section p1_name shall notify customer of its intention to suspend and shall only implement such suspension once 6 six days suspension notice period have passed since notification and the failure has not been remedied each time p1_name notifies customer of its intention to suspend under this section the suspension notice period shall decrease by two day s until it reaches zero at which point p1_name may suspend without notice for any subsequent failure to pay in accordance with this section in the event customer issues purchase orders in its normal course of business customer shall provide p1_name with a purchase order upon execution of this agreement or if customer does not provide p1_name with such purchase order customer authorizes p1_name to accept this agreement in lieu of a purchase order unless otherwise provided p1_name s fees do not include any taxes customer is responsible for paying all taxes including but not limited to sales use gst and vat taxes associated with its purchases hereunder excluding taxes based on p1_name s net income or property if p1_name includes on the invoice such taxes for which customer is responsible the tax amount invoiced shall be paid by customer unless customer provides a valid tax exemption certificate authorized by the appropriate taxing authority upon execution of this agreement taxes not included on an p1_name invoice shall be the responsibility of the customer to remit to the appropriate tax authorities as necessary customer shall reimburse p1_name for all reasonable preapproved and appropriately documented travel and related expenses incurred by p1_name in performing professional services at customer s location customer shall be responsible for its own travel and outof pocket expenses associated with attending any training services at a n p1_name facility,46,609
